record_type,snapshot_id,stable_key,display_name,group_key,join_period,member_stable_key,source_system,alias_key,alias_type,confidence,role_type,role_value,effective_from,effective_to,source_event_ref,offer_code,offer_type,label,price_fiat_usd,pc_grant,sp_accrual,pc_grant_rule,lts_generation_rule,reward_rule_reference,event_ref,event_type,occurred_at,effective_period,actor_member_stable_key,beneficiary_member_stable_key,related_member_stable_key,quantity,amount,unit,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,entry_type,amount_pc,amount_sp,sink_spend_usd,reward_source_code,distribution_cycle,obligation_status,origin_join_level,tier,imatrix_plan,eligibility_snapshot_key,pool_code,recipient_member_stable_key,share_count,pool_recipient_count,pool_share_total,amount_usd,fee_usd,cashout_source_system,breakdown_key,scenario_code,policy_group,qualification_type,window_key,starts_at,ends_at,threshold_amount,threshold_unit,status,source_window_key,metadata
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,IBLOOMING,,,,CP_STATUS,CP,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-FIAT,2026-11-01T00:00:00.000Z,2026-11-30T23:59:59.999Z,17179800,USD,,,{}
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,,,,,,ACTIVE,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-FIAT,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,IBOOMIE_AI_CHAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,CP_PRODUCT_SOLD,2026-11-15T12:00:00.000Z,2026-11,IB-2026-11-IBOOMIE-FIAT,IB-2026-11-IBOOMIE-FIAT,,4772167,57266000,USD,17179800,17179800,57266000,0,FIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample""],""cohort_member_count"":4772167,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":57266000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":57266000,""cp_user_share_usd"":40086200,""ib_platform_revenue_usd"":17179800,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":17179800},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":51539.4,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-11-IBOOMIE-FIAT"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,,,,,,,,ACCRUAL,,68719200,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,1717980,USD,,,,,,,,,,IB_LR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,858990,USD,,,,,,,,,,IB_CPR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,171798,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,493919.25,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,429495,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-11,IB_GPS_SEMIANNUAL_POOL,IB-2026-11-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,296351.55,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,257697,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-11,IB_GMP_MONTHLY_POOL,IB-2026-11-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,79027.08,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,,,2026-11,,,,,68719.2,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-11,IB_GEC_INTERNAL_POOL,IB-2026-11-IBOOMIE-FIAT,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-FIAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-FIAT,,,,,,,,,,,PAID,2026-11-30T23:59:59.999Z,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,51539.4,515.39,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-11-IBOOMIE-PC,IB 2026 11 IBOOMIE PC,IBOOMIE_CP_CREATORS,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":3036833}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,IBLOOMING,IBLOOMING-IB-2026-11-IBOOMIE-PC,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,IBLOOMING,,,,CP_STATUS,CP,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-PC,2026-11-01T00:00:00.000Z,2026-11-30T23:59:59.999Z,10932600,USD,,,{}
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,,,,,,ACTIVE,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-PC,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,IBOOMIE_AI_CHAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,CP_PRODUCT_SOLD,2026-11-15T12:00:00.000Z,2026-11,IB-2026-11-IBOOMIE-PC,IB-2026-11-IBOOMIE-PC,,3036833,36442000,USD,10932600,10932600,0,36442000,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample""],""cohort_member_count"":3036833,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""PC payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":36442000,""payment_method"":""PC"",""recognized_revenue_basis"":{""gross_sale_usd"":36442000,""cp_user_share_usd"":25509400,""ib_platform_revenue_usd"":10932600,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":10932600},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":32797.8,""sink_total_usd"":36442000,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-11-IBOOMIE-PC"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,,,,,,,,ACCRUAL,,43730400,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,1093260,USD,,,,,,,,,,IB_LR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,546630,USD,,,,,,,,,,IB_CPR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,109326,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,314312.25,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,273315,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-11,IB_GPS_SEMIANNUAL_POOL,IB-2026-11-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,188587.35,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,163989,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-11,IB_GMP_MONTHLY_POOL,IB-2026-11-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,50289.96,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,,,2026-11,,,,,43730.4,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-11,IB_GEC_INTERNAL_POOL,IB-2026-11-IBOOMIE-PC,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-PC,,,,,,,,,EVT-IB-2026-11-IBOOMIE-PC,,,,,,,,,,,PAID,2026-11-30T23:59:59.999Z,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,32797.8,327.98,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-11-IBOOMIE-ALPHA,IB 2026 11 IBOOMIE ALPHA,IBOOMIE_CP_CREATORS,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":867667}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,IBLOOMING,IBLOOMING-IB-2026-11-IBOOMIE-ALPHA,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,IBLOOMING,,,,CP_STATUS,CP,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-ALPHA,2026-11-01T00:00:00.000Z,2026-11-30T23:59:59.999Z,3123600,USD,,,{}
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR_YEAR_1,,,,,,ACTIVE,CPR_YEAR_1-2026-11-IB-2026-11-IBOOMIE-ALPHA,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,IBLOOMING,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,IBOOMIE_AI_CHAT,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,CP_PRODUCT_SOLD,2026-11-15T12:00:00.000Z,2026-11,IB-2026-11-IBOOMIE-ALPHA,IB-2026-11-IBOOMIE-ALPHA,,867667,10412000,USD,3123600,3123600,0,10412000,ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample""],""cohort_member_count"":867667,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""ALPHA payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":10412000,""payment_method"":""ALPHA"",""recognized_revenue_basis"":{""gross_sale_usd"":10412000,""cp_user_share_usd"":7288400,""ib_platform_revenue_usd"":3123600,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":3123600},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":9370.8,""sink_total_usd"":10412000,""gross_sale_split_matches_sink_total"":true},""source_event_ref"":""EVT-IB-2026-11-IBOOMIE-ALPHA"",""snapshot_file_type_case"":""full_detail_csv""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,,,,,,,,ACCRUAL,,12494400,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""Sales Point generated by iBlooming activity.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,312360,USD,,,,,,,,,,IB_LR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,156180,USD,,,,,,,,,,IB_CPR,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,31236,USD,,,,,,,,,,IB_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,89803.5,USD,,,,,,FUNDING,,,,,SEMIANNUAL,,,,,,IB_GPS_SEMIANNUAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,78090,USD,,,,,,DISTRIBUTION,,,,,SEMIANNUAL,,,,,IB_GPS_SEMIANNUAL_POOL-2026-11,IB_GPS_SEMIANNUAL_POOL,IB-2026-11-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,53882.1,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GMP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,46854,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GMP_MONTHLY_POOL-2026-11,IB_GMP_MONTHLY_POOL,IB-2026-11-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,14368.56,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,IB_GEC_INTERNAL_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,,,2026-11,,,,,12494.4,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,IB_GEC_INTERNAL_POOL-2026-11,IB_GEC_INTERNAL_POOL,IB-2026-11-IBOOMIE-ALPHA,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,EVT-IB-2026-11-IBOOMIE-ALPHA,,,,,,,,,,,PAID,2026-11-30T23:59:59.999Z,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,9370.8,93.71,IBLOOMING,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,IB-2026-11-GIM-TIER-1,IB 2026 11 GIM TIER 1,IBLOOMING_GIM,2026-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":863100}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-GIM-TIER-1,IBLOOMING,IBLOOMING-IB-2026-11-GIM-TIER-1,creator_or_user_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,IB-2026-11-GIM-TIER-1,IBLOOMING,,,,CP_STATUS,CP,2026-11-01T00:00:00.000Z,,EVT-IB-2026-11-GIM-TIER-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""CP status is approved here. Eligibility alone would not be enough.""}"
